Ruta,Texto original,Traducción
CommonEvent[276].command[213].textData,\c[7]Кахара\c[0],
CommonEvent[276].command[214].textData,"""Я принял решение. Дальше идите без меня"".",
CommonEvent[276].command[215],____TEXT____,
CommonEvent[276].command[216].textData,\c[7]Кахара\c[0],
CommonEvent[276].command[217].textData,"""Я догоню вас чуть позже... Мне просто нужен отдых...""",
CommonEvent[276].command[223],____TEXT____,
CommonEvent[276].command[224].textData,\c[7]Кахара\c[0],
CommonEvent[276].command[225].textData,"""Охренеть... Никогда бы не подумал, что услышу от тебя ",
CommonEvent[276].command[226].textData,"нечто подобное"".",
CommonEvent[276].command[227],____TEXT____,
CommonEvent[276].command[228].textData,\c[7]Кахара\c[0],
CommonEvent[276].command[229].textData,"""Может оно и к лучшему, что мы с тобой разбредемся",
CommonEvent[276].command[230].textData,"по разным углам"".",
CommonEvent[276].command[231],____TEXT____,
CommonEvent[276].command[232].textData,\c[7]Кахара\c[0],
CommonEvent[276].command[233].textData,"""Для меня это точно пока работает"".",
CommonEvent[276].command[239].textComment,DARCE,
CommonEvent[276].command[242],____TEXT____,
CommonEvent[276].command[243].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[244].textData,"""Прошу прошения, но...""",
CommonEvent[276].command[245],____TEXT____,
CommonEvent[276].command[246].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[247].textData,"""Но... Уммм...""",
CommonEvent[276].command[248],____TEXT____,
CommonEvent[276].command[249].textData,"Ты видишь, как у Д'Арс на глазах появляются слёзы.",
CommonEvent[276].command[251],____TEXT____,
CommonEvent[276].command[252].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[253].textData,"""...""",
CommonEvent[276].command[254],____TEXT____,
CommonEvent[276].command[255].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[256].textData,"""Я просто... Я больше не могу...""",
CommonEvent[276].command[257],___CHOICE___,
CommonEvent[276].command[257].textChoice[0],"""Что случилось?""",
CommonEvent[276].command[257].textChoice[1],"""Может быть ты можешь немного отдышатся...""",
CommonEvent[276].command[257].textChoice[2],"""Соберись! Сейчас не время расслабляться!""",
CommonEvent[276].command[257].textChoice[3],"""Давай пройдем хотя бы чуть-чуть дальше...""",
CommonEvent[276].command[257].textChoice[4],"""Если ты останешься позади, то погибнешь"".",
CommonEvent[276].command[259],____TEXT____,
CommonEvent[276].command[260].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[261].textData,"""Ты знаешь, что случилось!""",
CommonEvent[276].command[262],____TEXT____,
CommonEvent[276].command[263].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[264].textData,"""Это место. Здесь каждый закоулок и угол буквально ",
CommonEvent[276].command[265].textData,источает смерть! Это место олицетворения слова ,
CommonEvent[276].command[266].textData,"*Мерзость*...""",
CommonEvent[276].command[267],____TEXT____,
CommonEvent[276].command[268].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[269].textData,"""Я просто не могу так больше... Я просто хочу сесть и ",
CommonEvent[276].command[270].textData,"закрыть глаза. Я просто хочу, чтобы всё это ",
CommonEvent[276].command[271].textData,"закончилось...""",
CommonEvent[276].command[272],___CHOICE___,
CommonEvent[276].command[272].textChoice[0],"""Ты же знаешь, это невозможно. Это чистой воды суицид"".",
CommonEvent[276].command[272].textChoice[1],"""Давай пока попробуем просто идти вперёд...""",
CommonEvent[276].command[272].textChoice[2],"""Может быть ты пока можешь немного отдохнуть...""",
CommonEvent[276].command[274],____TEXT____,
CommonEvent[276].command[275].textData,Д'Арс ищет что-то в глазах Ле'Гарда.,
CommonEvent[276].command[276],____TEXT____,
CommonEvent[276].command[277].textData,\c[7]Ле'Гард\c[0],
CommonEvent[276].command[278].textData,"""В конце всего этого обязательно должен быть свет"".",
CommonEvent[276].command[279],____TEXT____,
CommonEvent[276].command[280].textData,\c[7]Ле'Гард\c[0],
CommonEvent[276].command[281].textData,"""Прошу, Д'Арс. Ты нам нужна.""",
CommonEvent[276].command[283],____TEXT____,
CommonEvent[276].command[284].textData,Д'Арс закрывает глаза. Её дыхание приходит в норму.,
CommonEvent[276].command[285],____TEXT____,
CommonEvent[276].command[286].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[287].textData,"""Да... Ты прав"".",
CommonEvent[276].command[288].textData,,
CommonEvent[276].command[289],____TEXT____,
CommonEvent[276].command[290].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[291].textData,"""Простите меня за эту слабость"".",
CommonEvent[276].command[292],____TEXT____,
CommonEvent[276].command[293].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[294].textData,"""Меня готовили к самому худшему"".",
CommonEvent[276].command[295],____TEXT____,
CommonEvent[276].command[296].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[297].textData,"""Я должна помнить об этом"".",
CommonEvent[276].command[300],____TEXT____,
CommonEvent[276].command[301].textData,Д'Арс ищет что-то в глазах Ле'Гарда.,
CommonEvent[276].command[302],____TEXT____,
CommonEvent[276].command[303].textData,\c[7]Ле'Гард\c[0],
CommonEvent[276].command[304].textData,"""В конце всего этого обязательно должен быть свет"".",
CommonEvent[276].command[305],____TEXT____,
CommonEvent[276].command[306].textData,\c[7]Ле'Гард\c[0],
CommonEvent[276].command[307].textData,"""Прошу, Д'Арс. Ты нам нужна.""",
CommonEvent[276].command[309],____TEXT____,
CommonEvent[276].command[310].textData,Д'Арс закрывает глаза. Её дыхание приходит в норму.,
CommonEvent[276].command[311],____TEXT____,
CommonEvent[276].command[312].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[313].textData,"""Да... Ты прав"".",
CommonEvent[276].command[314].textData,,
CommonEvent[276].command[315],____TEXT____,
CommonEvent[276].command[316].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[317].textData,"""Простите меня за эту слабость"".",
CommonEvent[276].command[318],____TEXT____,
CommonEvent[276].command[319].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[320].textData,"""Меня готовили к самому худшему"".",
CommonEvent[276].command[324],____TEXT____,
CommonEvent[276].command[325].textData,\c[7]Ле'Гард\c[0],
CommonEvent[276].command[326].textData,"""При всём моем уважение, я не соглашусь"".",
CommonEvent[276].command[327],____TEXT____,
CommonEvent[276].command[328].textData,\c[7]Ле'Гард\c[0],
CommonEvent[276].command[329].textData,"""Здесь небезопасно. Оставаться позади остального ",
CommonEvent[276].command[330].textData,"отряда это гарантированная смерть"".",
CommonEvent[276].command[331],____TEXT____,
CommonEvent[276].command[332].textData,\c[7]Ле'Гард\c[0],
CommonEvent[276].command[333].textData,"""Д'Арс, прошу тебя. Ты нам нужна, как никогда"".",
CommonEvent[276].command[335],____TEXT____,
CommonEvent[276].command[336].textData,Д'Арс закрывает глаза. Её дыхание приходит в норму.,
CommonEvent[276].command[337],____TEXT____,
CommonEvent[276].command[338].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[339].textData,"""Да... Ты прав"".",
CommonEvent[276].command[340].textData,,
CommonEvent[276].command[341],____TEXT____,
CommonEvent[276].command[342].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[343].textData,"""Простите меня за эту слабость"".",
CommonEvent[276].command[344],____TEXT____,
CommonEvent[276].command[345].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[346].textData,"""Меня готовили к самому худшему"".",
CommonEvent[276].command[352],____TEXT____,
CommonEvent[276].command[353].textData,\c[7]Ле'Гард\c[0],
CommonEvent[276].command[354].textData,"""При всём моем уважение, я не соглашусь"".",
CommonEvent[276].command[355],____TEXT____,
CommonEvent[276].command[356].textData,\c[7]Ле'Гард\c[0],
CommonEvent[276].command[357].textData,"""Здесь небезопасно. Оставаться позади остального ",
CommonEvent[276].command[358].textData,"отряда это гарантированная смерть"".",
CommonEvent[276].command[359],____TEXT____,
CommonEvent[276].command[360].textData,\c[7]Ле'Гард\c[0],
CommonEvent[276].command[361].textData,"""Д'Арс, прошу тебя. Ты нам нужна, как никогда"".",
CommonEvent[276].command[363],____TEXT____,
CommonEvent[276].command[364].textData,Д'Арс закрывает глаза. Её дыхание приходит в норму.,
CommonEvent[276].command[365],____TEXT____,
CommonEvent[276].command[366].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[367].textData,"""Да... Ты прав"".",
CommonEvent[276].command[368].textData,,
CommonEvent[276].command[369],____TEXT____,
CommonEvent[276].command[370].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[371].textData,"""Простите меня за эту слабость"".",
CommonEvent[276].command[372],____TEXT____,
CommonEvent[276].command[373].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[374].textData,"""Меня готовили к самому худшему"".",
CommonEvent[276].command[377],____TEXT____,
CommonEvent[276].command[378].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[379].textData,"""...""",
CommonEvent[276].command[381],____TEXT____,
CommonEvent[276].command[382].textData,\c[7]Ле'Гард\c[0],
CommonEvent[276].command[383].textData,"""Д'Арс...Давай, ты справишься"".",
CommonEvent[276].command[384],____TEXT____,
CommonEvent[276].command[385].textData,\c[7]Ле'Гард\c[0],
CommonEvent[276].command[386].textData,"""Пока мы смогли преодолеть все вызовы этого ",
CommonEvent[276].command[387].textData,"подземелья"".",
CommonEvent[276].command[388],____TEXT____,
CommonEvent[276].command[389].textData,\c[7]Ле'Гард\c[0],
CommonEvent[276].command[390].textData,"""Да и с твоих слов, тебе не впервой сражаться ",
CommonEvent[276].command[391].textData,"с тьмой и её невообразимыми ужасами"".",
CommonEvent[276].command[392],____TEXT____,
CommonEvent[276].command[393].textData,\c[7]Ле'Гард\c[0],
CommonEvent[276].command[394].textData,"""Мы зашли слишком далеко, чтобы вот так просто ",
CommonEvent[276].command[395].textData,"сдаться"".",
CommonEvent[276].command[397],____TEXT____,
CommonEvent[276].command[398].textData,Д'Арс закрывает глаза. Её дыхание приходит в норму.,
CommonEvent[276].command[399],____TEXT____,
CommonEvent[276].command[400].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[401].textData,"""Да... Ты прав"".",
CommonEvent[276].command[402].textData,,
CommonEvent[276].command[403],____TEXT____,
CommonEvent[276].command[404].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[405].textData,"""Простите меня за эту слабость"".",
CommonEvent[276].command[406],____TEXT____,
CommonEvent[276].command[407].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[408].textData,"""Меня готовили к самому худшему"".",
CommonEvent[276].command[411],____TEXT____,
CommonEvent[276].command[412].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[413].textData,"""...""",
CommonEvent[276].command[415],____TEXT____,
CommonEvent[276].command[416].textData,\c[7]Ле'Гард\c[0],
CommonEvent[276].command[417].textData,"""Д'Арс...Давай, ты справишься"".",
CommonEvent[276].command[418],____TEXT____,
CommonEvent[276].command[419].textData,\c[7]Ле'Гард\c[0],
CommonEvent[276].command[420].textData,"""Не могу обещать, что все худшее осталось позади, но ",
CommonEvent[276].command[421].textData,"уверяю тебя: ты, как никто другой имеешь нужную ",
CommonEvent[276].command[422].textData,"выдержку, чтобы противостоять окружающей нас тьме"".",
CommonEvent[276].command[423],____TEXT____,
CommonEvent[276].command[424].textData,\c[7]Ле'Гард\c[0],
CommonEvent[276].command[425].textData,"""Мы сплоченный и умелый отряд. Пока мы вместе,",
CommonEvent[276].command[426].textData,"для нас не существует преград"".",
CommonEvent[276].command[428],____TEXT____,
CommonEvent[276].command[429].textData,Д'Арс закрывает глаза. Её дыхание приходит в норму.,
CommonEvent[276].command[430],____TEXT____,
CommonEvent[276].command[431].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[432].textData,"""Да... Ты прав"".",
CommonEvent[276].command[433].textData,,
CommonEvent[276].command[434],____TEXT____,
CommonEvent[276].command[435].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[436].textData,"""Простите меня за эту слабость"".",
CommonEvent[276].command[437],____TEXT____,
CommonEvent[276].command[438].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[439].textData,"""Меня готовили к самому худшему"".",
CommonEvent[276].command[442],____TEXT____,
CommonEvent[276].command[443].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[444].textData,"""...""",
CommonEvent[276].command[446],____TEXT____,
CommonEvent[276].command[447].textData,Д'Арс ищет что-то в глазах Ле'Гарда.,
CommonEvent[276].command[448],____TEXT____,
CommonEvent[276].command[449].textData,\c[7]Ле'Гард\c[0],
CommonEvent[276].command[450].textData,"""В конце всего этого обязательно должен быть свет"".",
CommonEvent[276].command[451],____TEXT____,
CommonEvent[276].command[452].textData,\c[7]Ле'Гард\c[0],
CommonEvent[276].command[453].textData,"""Прошу, Д'Арс. Ты нам нужна.""",
CommonEvent[276].command[455],____TEXT____,
CommonEvent[276].command[456].textData,Д'Арс закрывает глаза. Её дыхание приходит в норму.,
CommonEvent[276].command[457],____TEXT____,
CommonEvent[276].command[458].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[459].textData,"""Да... Ты прав"".",
CommonEvent[276].command[460].textData,,
CommonEvent[276].command[461],____TEXT____,
CommonEvent[276].command[462].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[463].textData,"""Простите меня за эту слабость"".",
CommonEvent[276].command[464],____TEXT____,
CommonEvent[276].command[465].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[466].textData,"""Меня готовили к самому худшему"".",
CommonEvent[276].command[471],____TEXT____,
CommonEvent[276].command[472].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[473].textData,"""Прошу прошения, но...""",
CommonEvent[276].command[474],____TEXT____,
CommonEvent[276].command[475].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[476].textData,"""Но... Уммм...""",
CommonEvent[276].command[478],____TEXT____,
CommonEvent[276].command[479].textData,"Ты видишь, как у Д'Арс на глазах появляются слёзы.",
CommonEvent[276].command[480],____TEXT____,
CommonEvent[276].command[481].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[482].textData,"""...""",
CommonEvent[276].command[483],____TEXT____,
CommonEvent[276].command[484].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[485].textData,"""Я просто... Я больше не могу...""",
CommonEvent[276].command[486],___CHOICE___,
CommonEvent[276].command[486].textChoice[0],"""Что случилось?""",
CommonEvent[276].command[486].textChoice[1],"""Может быть ты можешь немного отдышатся...""",
CommonEvent[276].command[486].textChoice[2],"""Соберись! Сейчас не время расслабляться!""",
CommonEvent[276].command[486].textChoice[3],"""Давай пройдем хотя бы чуть-чуть дальше...""",
CommonEvent[276].command[486].textChoice[4],"""Если ты останешься позади, то погибнешь"".",
CommonEvent[276].command[488],____TEXT____,
CommonEvent[276].command[489].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[490].textData,"""Ты знаешь, что случилось!""",
CommonEvent[276].command[491],____TEXT____,
CommonEvent[276].command[492].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[493].textData,"""Это место! Здесь каждый закоулок и угол буквально ",
CommonEvent[276].command[494].textData,источает смерть! Это место олицетворения слова ,
CommonEvent[276].command[495].textData,"*Мерзость*...""",
CommonEvent[276].command[496],____TEXT____,
CommonEvent[276].command[497].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[498].textData,"""Я просто не могу так больше... Я просто хочу сесть и ",
CommonEvent[276].command[499].textData,"закрыть глаза. Я просто хочу, чтобы всё это ",
CommonEvent[276].command[500].textData,"закончилось...""",
CommonEvent[276].command[501],___CHOICE___,
CommonEvent[276].command[501].textChoice[0],"""Ты же знаешь, это невозможно. Это чистой воды суицид"".",
CommonEvent[276].command[501].textChoice[1],"""Давай пока попробуем просто идти вперёд...""",
CommonEvent[276].command[501].textChoice[2],"""Может быть ты пока можешь немного отдохнуть...""",
CommonEvent[276].command[504],____TEXT____,
CommonEvent[276].command[505].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[506].textData,"""... Знаю...""",
CommonEvent[276].command[507],____TEXT____,
CommonEvent[276].command[508].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[509].textData,"""Ты прав... Не бери в голову"".",
CommonEvent[276].command[510],____TEXT____,
CommonEvent[276].command[511].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[512].textData,"""Со мной все хорошо. Я... я справлюсь...""",
CommonEvent[276].command[516],____TEXT____,
CommonEvent[276].command[517].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[518].textData,"""... Знаю...""",
CommonEvent[276].command[519],____TEXT____,
CommonEvent[276].command[520].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[521].textData,"""........ Знаю...""",
CommonEvent[276].command[522],____TEXT____,
CommonEvent[276].command[523].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[524].textData,"""Просто... оставь меня...""",
CommonEvent[276].command[525].textData,,
CommonEvent[276].command[527].textComment,!!!,
CommonEvent[276].command[532],____TEXT____,
CommonEvent[276].command[533].textData,\c[7]Кахара\c[0],
CommonEvent[276].command[534].textData,"""Да брось Д'Арс...""",
CommonEvent[276].command[535],____TEXT____,
CommonEvent[276].command[536].textData,\c[7]Кахара\c[0],
CommonEvent[276].command[537].textData,"""Нашему отряду нужна толика женственности"".",
CommonEvent[276].command[538],____TEXT____,
CommonEvent[276].command[539].textData,\c[7]Кахара\c[0],
CommonEvent[276].command[540].textData,"""Ты сильная. Ты воин, что тебе все эти незначительные ",
CommonEvent[276].command[541].textData,"смерти, ты и раньше через это проходила, верно?",
CommonEvent[276].command[543],____TEXT____,
CommonEvent[276].command[544].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[545].textData,"""Кахара...""",
CommonEvent[276].command[547],____TEXT____,
CommonEvent[276].command[548].textData,\c[7]Кахара\c[0],
CommonEvent[276].command[549].textData,"""В смысле... Если даже такой трусливый пройдоха ",
CommonEvent[276].command[550].textData,"может здесь выжить, то ты то уж и подавно справишься!"" ",
CommonEvent[276].command[552],____TEXT____,
CommonEvent[276].command[553].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[554].textData,"""...""",
CommonEvent[276].command[555],____TEXT____,
CommonEvent[276].command[556].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[557].textData,"""Тебе не стоит так себя принижать"". ",
CommonEvent[276].command[558].textData,,
CommonEvent[276].command[559],____TEXT____,
CommonEvent[276].command[560].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[561].textData,"""Я восхищаюсь твоей выдержкой... И ты прав"".",
CommonEvent[276].command[562].textData,,
CommonEvent[276].command[563],____TEXT____,
CommonEvent[276].command[564].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[565].textData,"""Благодарю. Ты правильно меня пожурил"".",
CommonEvent[276].command[567],____TEXT____,
CommonEvent[276].command[568].textData,\c[7]Кахара\c[0],
CommonEvent[276].command[569].textData,"""Обращайся. Всегда готов немного поработать ",
CommonEvent[276].command[570].textData,"плёткой"".",
CommonEvent[276].command[571],____TEXT____,
CommonEvent[276].command[572].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[573].textData,"""Боже. Тебе было просто необходимо *так* это сказать...""",
CommonEvent[276].command[574],____TEXT____,
CommonEvent[276].command[575].textData,\c[7]Кахара\c[0],
CommonEvent[276].command[576].textData,"""Ууф"".",
CommonEvent[276].command[577].textData,,
CommonEvent[276].command[578],____TEXT____,
CommonEvent[276].command[579].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[580].textData,"""Хи-хи"".",
CommonEvent[276].command[581].textData,,
CommonEvent[276].command[593],____TEXT____,
CommonEvent[276].command[594].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[276].command[595].textData,"""Д'Арс, я уверен, тебе хватит выдержки превозмочь",
CommonEvent[276].command[596].textData,"затуманившую твой разум тьму"".",
CommonEvent[276].command[597],____TEXT____,
CommonEvent[276].command[598].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[276].command[599].textData,"""Наш долг, пройти через все трудности и убедится",
CommonEvent[276].command[600].textData,что никто больше не спустится в эту адскую дыру. ,
CommonEvent[276].command[601].textData,"Если не мы, то кто?""",
CommonEvent[276].command[603],____TEXT____,
CommonEvent[276].command[604].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[605].textData,"""...""",
CommonEvent[276].command[606],____TEXT____,
CommonEvent[276].command[607].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[608].textData,"""Ты прав.""",
CommonEvent[276].command[609].textData,,
CommonEvent[276].command[610],____TEXT____,
CommonEvent[276].command[611].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[612].textData,"""Как можно жить, зная о том, что нечто подобное таится ",
CommonEvent[276].command[613].textData,под землей?,
CommonEvent[276].command[615],____TEXT____,
CommonEvent[276].command[616].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[276].command[617].textData,"""Нам ли не знать. Теперь, мы обязаны что то с этим ",
CommonEvent[276].command[618].textData,"сделать"".",
CommonEvent[276].command[620],____TEXT____,
CommonEvent[276].command[621].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[622].textData,"""Да"".",
CommonEvent[276].command[623],____TEXT____,
CommonEvent[276].command[624].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[625].textData,"""Идёмте"". ",
CommonEvent[276].command[634].textComment,!!!!!,
CommonEvent[276].command[646],____TEXT____,
CommonEvent[276].command[647].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[648].textData,"""Ты прав... Не бери в голову"".",
CommonEvent[276].command[649],____TEXT____,
CommonEvent[276].command[650].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[651].textData,"""Со мной все хорошо. Я... я справлюсь...""",
CommonEvent[276].command[655],____TEXT____,
CommonEvent[276].command[656].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[657].textData,"""Но... Этой тьме конца и края нет...""",
CommonEvent[276].command[658],____TEXT____,
CommonEvent[276].command[659].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[660].textData,"""...""",
CommonEvent[276].command[661],____TEXT____,
CommonEvent[276].command[662].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[663].textData,"""Просто... оставь меня...""",
CommonEvent[276].command[664].textData,,
CommonEvent[276].command[670],____TEXT____,
CommonEvent[276].command[671].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[672].textData,"""Нет... я смогу...""",
CommonEvent[276].command[678],____TEXT____,
CommonEvent[276].command[679].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[680].textData,"""Нет... я смогу...""",
CommonEvent[276].command[681],____TEXT____,
CommonEvent[276].command[682].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[683].textData,"""Я просто... присяду...""",
CommonEvent[276].command[687],____TEXT____,
CommonEvent[276].command[688].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[689].textData,"""...""",
CommonEvent[276].command[691],____TEXT____,
CommonEvent[276].command[692].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[693].textData,"""Ты прав...""",
CommonEvent[276].command[694],____TEXT____,
CommonEvent[276].command[695].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[696].textData,"""Я уже проходила через это множество раз на полях ",
CommonEvent[276].command[697].textData,"сражений"".",
CommonEvent[276].command[698],____TEXT____,
CommonEvent[276].command[699].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[700].textData,"""Извини... Я воин. Я должна уметь превозмогать такие ",
CommonEvent[276].command[701].textData,"трудности. Это всего лишь мимолетная слабость...""",
CommonEvent[276].command[705],____TEXT____,
CommonEvent[276].command[706].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[707].textData,"""Ты прав... но...""",
CommonEvent[276].command[708],____TEXT____,
CommonEvent[276].command[709].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[710].textData,"""Я уже совсем без сил... уже просто физически...""",
CommonEvent[276].command[711],____TEXT____,
CommonEvent[276].command[712].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[713].textData,"""...невозможно"".",
CommonEvent[276].command[720],____TEXT____,
CommonEvent[276].command[721].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[722].textData,"""Еще чуть-чуть да?""",
CommonEvent[276].command[723],____TEXT____,
CommonEvent[276].command[724].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[725].textData,"""Обещаешь? Осталось потерпеть совсем немного?""",
CommonEvent[276].command[726],___CHOICE___,
CommonEvent[276].command[726].textChoice[0],"""Да, обещаю"".",
CommonEvent[276].command[726].textChoice[1],"""Я не могу ничего гарантировать...""",
CommonEvent[276].command[726].textChoice[2],"""Что я по-твоему должен сказать?""",
CommonEvent[276].command[728],____TEXT____,
CommonEvent[276].command[729].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[730].textData,"""Ладно. Я смогу. Я смогу!""",
CommonEvent[276].command[734],____TEXT____,
CommonEvent[276].command[735].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[736].textData,"""...""",
CommonEvent[276].command[737],____TEXT____,
CommonEvent[276].command[738].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[739].textData,"""Я так устала... Ты просто не осознаешь...""",
CommonEvent[276].command[743],____TEXT____,
CommonEvent[276].command[744].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[745].textData,"""...""",
CommonEvent[276].command[746],____TEXT____,
CommonEvent[276].command[747].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[748].textData,"""Да нет, просто...""",
CommonEvent[276].command[754],____TEXT____,
CommonEvent[276].command[755].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[756].textData,"""Я не могу"".",
CommonEvent[276].command[757],____TEXT____,
CommonEvent[276].command[758].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[759].textData,"""Я подожду тебя здесь...""",
CommonEvent[276].command[760],____TEXT____,
CommonEvent[276].command[761].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[762].textData,"""Совсем не долго. Мне просто нужно опять прийти в ",
CommonEvent[276].command[763].textData,"себя...""",
CommonEvent[276].command[770],____TEXT____,
CommonEvent[276].command[771].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[772].textData,"""...""",
CommonEvent[276].command[773],____TEXT____,
CommonEvent[276].command[774].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[775].textData,"""Да. Ты прав...""",
CommonEvent[276].command[776],____TEXT____,
CommonEvent[276].command[777].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[778].textData,"""Извини. Не бери в голову... У меня просто голова ",
CommonEvent[276].command[779].textData,"кругом идёт от всех ужасов"".",
CommonEvent[276].command[780],____TEXT____,
CommonEvent[276].command[781].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[782].textData,"""НО скоро я буду в порядке!""",
CommonEvent[276].command[786],____TEXT____,
CommonEvent[276].command[787].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[788].textData,"""...""",
CommonEvent[276].command[789],____TEXT____,
CommonEvent[276].command[790].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[791].textData,"""...Ты не понимаешь...""",
CommonEvent[276].command[792],____TEXT____,
CommonEvent[276].command[793].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[794].textData,"""Я проходила через такое... гораздо хуже этого...""",
CommonEvent[276].command[795],____TEXT____,
CommonEvent[276].command[796].textData,\c[7]Д'Арс\c[0],
CommonEvent[276].command[797].textData,"""Я просто... не понимаю...""",
CommonEvent[276].command[807].textComment,RAGNVALDR,
CommonEvent[276].command[810],____TEXT____,
CommonEvent[276].command[811].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[276].command[812].textData,"""\N[1]...""",
CommonEvent[276].command[816],____TEXT____,
