ID,source,target
Map029.Event[183].Page[0].list.command[3].textChoice[1],Уйти,
Map029.Event[183].Page[0].list.command[9],___CHOICE___,
Map029.Event[183].Page[0].list.command[9].textChoice[0],ОРЁЛ,
Map029.Event[183].Page[0].list.command[9].textChoice[1],РЕШКА,
Map029.Event[183].Page[0].list.command[137].textComment,CHEST,
Map029.Event[183].Page[1].list.command[0],____TEXT____,
Map029.Event[183].Page[1].list.command[1].textData,В сундуке ничего не осталось.,
Map029.Event[184].Page[0].list.command[0].textComment,CHEST,
Map029.Event[184].Page[0].list.command[1],____TEXT____,
Map029.Event[184].Page[0].list.command[2].textData,"Крепкий сундук. Похоже, он не заперт.",
Map029.Event[184].Page[0].list.command[3],___CHOICE___,
Map029.Event[184].Page[0].list.command[3].textChoice[0],Открыть,
Map029.Event[184].Page[0].list.command[3].textChoice[1],Уйти,
Map029.Event[184].Page[0].list.command[9],___CHOICE___,
Map029.Event[184].Page[0].list.command[9].textChoice[0],ОРЁЛ,
Map029.Event[184].Page[0].list.command[9].textChoice[1],РЕШКА,
Map029.Event[184].Page[0].list.command[137].textComment,CHEST,
Map029.Event[184].Page[1].list.command[0],____TEXT____,
Map029.Event[184].Page[1].list.command[1].textData,В сундуке ничего не осталось.,
Map029.Event[185].Page[1].list.command[0],____TEXT____,
Map029.Event[185].Page[1].list.command[1].textData,Твоё дитя мертво...,
Map029.Event[185].Page[1].list.command[4],____TEXT____,
Map029.Event[185].Page[1].list.command[5].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map029.Event[185].Page[1].list.command[6],___CHOICE___,
Map029.Event[185].Page[1].list.command[6].textChoice[0],Да,
Map029.Event[185].Page[1].list.command[6].textChoice[1],Нет,
Map029.Event[185].Page[1].list.command[8],____TEXT____,
Map029.Event[185].Page[1].list.command[9].textData,.\|.\|.\|.,
Map029.Event[185].Page[1].list.command[10],____TEXT____,
Map029.Event[185].Page[1].list.command[11].textData,[2]Камень душ\c[0] не реагирует на его останки...,
Map029.Event[191].Page[0].list.command[1],____TEXT____,
Map029.Event[191].Page[0].list.command[2].textData,С помощью \c[2]Власти над насекомыми\c[0] ты слышишь шепот...,
Map029.Event[191].Page[0].list.command[3],____TEXT____,
Map029.Event[191].Page[0].list.command[4].textData,"\} ""Повелитель... он идёт... грозный ворон!""",
Map029.Event[197].Page[0].list.command[0].textComment,<follower touch>,
Map029.Event[197].Page[1].list.command[0].textComment,<follower touch>,
Map029.Event[197].Page[2].list.command[0].textComment,<follower touch>,
Map029.Event[197].Page[3].list.command[0].textComment,<follower touch>,
Map029.Event[197].Page[4].list.command[0].textComment,<follower touch>,
Map029.Event[197].Page[5].list.command[0].textComment,<follower touch>,
Map029.Event[197].Page[7].list.command[2],____TEXT____,
Map029.Event[197].Page[7].list.command[3].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map029.Event[197].Page[7].list.command[4],___CHOICE___,
Map029.Event[197].Page[7].list.command[4].textChoice[0],Да,
Map029.Event[197].Page[7].list.command[4].textChoice[1],Нет,
Map029.Event[197].Page[7].list.command[7],____TEXT____,
Map029.Event[197].Page[7].list.command[8].textData,\c[2]Камень душ\c[0] меняет свой облик.,
Map029.Event[197].Page[7].list.command[9].textData,Теперь он излучает слабый синий свет.,
Map029.Event[197].Page[7].list.command[23],____TEXT____,
Map029.Event[197].Page[7].list.command[24].textData,Ты можешь \c[2]Поглотить\c[0] останки ворона.,
Map029.Event[197].Page[7].list.command[25],___CHOICE___,
Map029.Event[197].Page[7].list.command[25].textChoice[0],Да,
Map029.Event[197].Page[7].list.command[25].textChoice[1],Нет,
Map029.Event[197].Page[7].list.command[72],____TEXT____,
Map029.Event[197].Page[7].list.command[73].textData,Ты поглощаешь останки.,
Map029.Event[197].Page[7].list.command[88],____TEXT____,
Map029.Event[197].Page[7].list.command[89].textData,Ты можешь использовать \c[2]Семя демона\c[0] на страже.,
Map029.Event[197].Page[7].list.command[90],___CHOICE___,
Map029.Event[197].Page[7].list.command[90].textChoice[0],Использовать,
Map029.Event[197].Page[7].list.command[90].textChoice[1],Нет,
Map029.Event[197].Page[7].list.command[144],____TEXT____,
Map029.Event[197].Page[7].list.command[145].textData,Дитя проросло из твоего семени!,
Map029.Event[197].Page[7].list.command[146],____TEXT____,
Map029.Event[197].Page[7].list.command[147].textData,Ты берёшь дитя с собой.,
Map029.Event[197].Page[7].list.command[161],____TEXT____,
Map029.Event[197].Page[7].list.command[162].textData,"Тебе не хватает рассудка, для этого действия.",
Map029.Event[197].Page[7].list.command[177],____TEXT____,
Map029.Event[197].Page[7].list.command[178].textData,Ворон-Истязатель повержен...,
Map029.Event[197].Page[7].list.command[179],___CHOICE___,
Map029.Event[197].Page[7].list.command[179].textChoice[0],Ударить его,
Map029.Event[197].Page[7].list.command[179].textChoice[1],Обыскать его,
Map029.Event[197].Page[7].list.command[179].textChoice[2],Освежевать его,
Map029.Event[197].Page[7].list.command[179].textChoice[3],Оставить его,
Map029.Event[197].Page[7].list.command[185],____TEXT____,
Map029.Event[197].Page[7].list.command[186].textData,Никакой реакции. Но это приносит удовлетворение.,
Map029.Event[197].Page[7].list.command[189],____TEXT____,
Map029.Event[197].Page[7].list.command[190].textData,У Ворона-Истязателя был лишь \c[2]Ключ с эмблемой ворона\c[0].,
Map029.Event[197].Page[7].list.command[195],____TEXT____,
Map029.Event[197].Page[7].list.command[196].textData,Снимать с него кожу бессмысленно.,
Map029.Event[197].Page[7].list.command[203],____TEXT____,
Map029.Event[197].Page[7].list.command[204].textData,Ворон-Истязатель повержен...,
Map029.Event[197].Page[7].list.command[205],___CHOICE___,
Map029.Event[197].Page[7].list.command[205].textChoice[0],Ударить его,
Map029.Event[197].Page[7].list.command[205].textChoice[1],Обыскать его,
Map029.Event[197].Page[7].list.command[205].textChoice[2],Оставить его,
Map029.Event[197].Page[7].list.command[211],____TEXT____,
Map029.Event[197].Page[7].list.command[212].textData,Никакой реакции. Но это приносит удовлетворение.,
Map029.Event[197].Page[7].list.command[215],____TEXT____,
Map029.Event[197].Page[7].list.command[216].textData,У Ворона-Истязателя был лишь \c[2]Ключ с эмблемой ворона\c[0].,
Map029.Event[197].Page[8].list.command[2],____TEXT____,
Map029.Event[197].Page[8].list.command[3].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map029.Event[197].Page[8].list.command[4],___CHOICE___,
Map029.Event[197].Page[8].list.command[4].textChoice[0],Да,
Map029.Event[197].Page[8].list.command[4].textChoice[1],Нет,
Map029.Event[197].Page[8].list.command[7],____TEXT____,
Map029.Event[197].Page[8].list.command[8].textData,\c[2]Камень душ\c[0] меняет свой облик.,
Map029.Event[197].Page[8].list.command[9].textData,Теперь он излучает слабый синий свет.,
Map029.Event[197].Page[8].list.command[23],____TEXT____,
Map029.Event[197].Page[8].list.command[24].textData,Ты можешь \c[2]Поглотить\c[0] останки ворона.,
Map029.Event[197].Page[8].list.command[25],___CHOICE___,
Map029.Event[197].Page[8].list.command[25].textChoice[0],Да,
Map029.Event[197].Page[8].list.command[25].textChoice[1],Нет,
Map029.Event[197].Page[8].list.command[72],____TEXT____,
Map029.Event[197].Page[8].list.command[73].textData,Ты поглощаешь останки.,
Map029.Event[197].Page[8].list.command[88],____TEXT____,
Map029.Event[197].Page[8].list.command[89].textData,Ты можешь использовать \c[2]Семя демона\c[0] на страже.,
Map029.Event[197].Page[8].list.command[90],___CHOICE___,
Map029.Event[197].Page[8].list.command[90].textChoice[0],Использовать,
Map029.Event[197].Page[8].list.command[90].textChoice[1],Нет,
Map029.Event[197].Page[8].list.command[144],____TEXT____,
Map029.Event[197].Page[8].list.command[145].textData,Дитя проросло из твоего семени!,
Map029.Event[197].Page[8].list.command[146],____TEXT____,
Map029.Event[197].Page[8].list.command[147].textData,Ты берёшь дитя с собой.,
Map029.Event[197].Page[8].list.command[161],____TEXT____,
Map029.Event[197].Page[8].list.command[162].textData,"Тебе не хватает рассудка, для этого действия.",
Map029.Event[197].Page[8].list.command[177],____TEXT____,
Map029.Event[197].Page[8].list.command[178].textData,Ворон-Истязатель повержен...,
Map029.Event[197].Page[8].list.command[179],___CHOICE___,
Map029.Event[197].Page[8].list.command[179].textChoice[0],Ударить его,
Map029.Event[197].Page[8].list.command[179].textChoice[1],Обыскать его,
Map029.Event[197].Page[8].list.command[179].textChoice[2],Освежевать его,
Map029.Event[197].Page[8].list.command[179].textChoice[3],Оставить его,
Map029.Event[197].Page[8].list.command[185],____TEXT____,
Map029.Event[197].Page[8].list.command[186].textData,Никакой реакции. Но это приносит удовлетворение.,
Map029.Event[197].Page[8].list.command[189],____TEXT____,
Map029.Event[197].Page[8].list.command[190].textData,У Ворона-Истязателя нет ничего ценного.,
Map029.Event[197].Page[8].list.command[193],____TEXT____,
Map029.Event[197].Page[8].list.command[194].textData,Снимать с него кожу бессмысленно.,
Map029.Event[197].Page[8].list.command[201],____TEXT____,
Map029.Event[197].Page[8].list.command[202].textData,Ворон-Истязатель повержен...,
Map029.Event[197].Page[8].list.command[203],___CHOICE___,
Map029.Event[197].Page[8].list.command[203].textChoice[0],Ударить его,
Map029.Event[197].Page[8].list.command[203].textChoice[1],Обыскать его,
Map029.Event[197].Page[8].list.command[203].textChoice[2],Оставить его,
Map029.Event[197].Page[8].list.command[209],____TEXT____,
Map029.Event[197].Page[8].list.command[210].textData,Никакой реакции. Но это приносит удовлетворение.,
Map029.Event[197].Page[8].list.command[213],____TEXT____,
Map029.Event[197].Page[8].list.command[214].textData,У Ворона-Истязателя нет ничего ценного.,
Map029.Event[197].Page[9].list.command[2],____TEXT____,
Map029.Event[197].Page[9].list.command[3].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map029.Event[197].Page[9].list.command[4],___CHOICE___,
Map029.Event[197].Page[9].list.command[4].textChoice[0],Да,
Map029.Event[197].Page[9].list.command[4].textChoice[1],Нет,
Map029.Event[197].Page[9].list.command[7],____TEXT____,
Map029.Event[197].Page[9].list.command[8].textData,\c[2]Камень душ\c[0] меняет свой облик.,
Map029.Event[197].Page[9].list.command[9].textData,Теперь он излучает слабый синий свет.,
Map029.Event[197].Page[9].list.command[22],____TEXT____,
Map029.Event[197].Page[9].list.command[23].textData,Осталась лишь груда мяса...,
Map029.Event[199].Page[0].list.command[32],____TEXT____,
Map029.Event[199].Page[0].list.command[33].textData,"Дверь приоткрыта, за ней слышны едва различимые ",
Map029.Event[199].Page[0].list.command[34].textData,всхлипывания...,
Map029.Event[199].Page[0].list.command[35],___CHOICE___,
Map029.Event[199].Page[0].list.command[35].textChoice[0],Открыть,
Map029.Event[199].Page[0].list.command[35].textChoice[1],Уйти,
Map029.Event[203].Page[0].list.command[0],____TEXT____,
Map029.Event[203].Page[0].list.command[1].textData,Прогнившая бочка...,
Map029.Event[204].Page[0].list.command[0],____TEXT____,
Map029.Event[204].Page[0].list.command[1].textData,Ты ищешь в ящике что-нибудь полезное...,
Map029.Event[204].Page[1].list.command[0],____TEXT____,
Map029.Event[204].Page[1].list.command[1].textData,Ничего не осталось.,
Map029.Event[205].Page[0].list.command[0],____TEXT____,
Map029.Event[205].Page[0].list.command[1].textData,Ты ищешь в ящике что-нибудь полезное...,
Map029.Event[205].Page[1].list.command[0],____TEXT____,
Map029.Event[205].Page[1].list.command[1].textData,Ничего не осталось.,
Map029.Event[206].Page[0].list.command[0],____TEXT____,
Map029.Event[206].Page[0].list.command[1].textData,Ты ищешь в ящике что-нибудь полезное...,
Map029.Event[206].Page[1].list.command[0],____TEXT____,
Map029.Event[206].Page[1].list.command[1].textData,Ничего не осталось.,
Map029.Event[211].Page[0].list.command[1],____TEXT____,
Map029.Event[211].Page[0].list.command[2].textData,Из стены сочится какая-то чёрная жидкость...,
Map029.Event[211].Page[0].list.command[3],___CHOICE___,
Map029.Event[211].Page[0].list.command[3].textChoice[0],Дотронутся,
Map029.Event[211].Page[0].list.command[3].textChoice[1],Зачерпнуть в стеклянный флакон.,
Map029.Event[211].Page[0].list.command[3].textChoice[2],Отойти,
Map029.Event[211].Page[0].list.command[5],____TEXT____,
Map029.Event[211].Page[0].list.command[6].textData,Ты дотрагиваешься до чёрной жидкости... \|,
Map029.Event[211].Page[0].list.command[7].textData,Ты ощущаешь лёгкое покалывание на кончике пальцев.,
Map029.Event[211].Page[0].list.command[10],____TEXT____,
Map029.Event[211].Page[0].list.command[11].textData,Ты осторожно зачерпываешь чёрную субстанцию  ,
Map029.Event[211].Page[0].list.command[12].textData,в стеклянный флакон.,
Map029.Event[211].Page[0].list.command[13],____TEXT____,
Map029.Event[211].Page[0].list.command[14].textData,\c[2]Чёрная жидкость\c[0] получена!,
Map029.Event[211].Page[0].list.command[23],____TEXT____,
Map029.Event[211].Page[0].list.command[24].textData,Из стены сочится какая-то чёрная жидкость...,
Map029.Event[211].Page[0].list.command[25],___CHOICE___,
Map029.Event[211].Page[0].list.command[25].textChoice[0],Дотронутся,
Map029.Event[211].Page[0].list.command[25].textChoice[1],Отойти,
Map029.Event[211].Page[0].list.command[27],____TEXT____,
Map029.Event[211].Page[0].list.command[28].textData,Ты дотрагиваешься до чёрной жидкости... \|,
Map029.Event[211].Page[0].list.command[29].textData,Ты ощущаешь лёгкое покалывание на кончике пальцев.,
Map029.Event[212].Page[0].list.command[1],____TEXT____,
Map029.Event[212].Page[0].list.command[2].textData,Из стены сочится какая-то чёрная жидкость...,
Map029.Event[212].Page[0].list.command[3],___CHOICE___,
Map029.Event[212].Page[0].list.command[3].textChoice[0],Дотронутся,
Map029.Event[212].Page[0].list.command[3].textChoice[1],Зачерпнуть в стеклянный флакон.,
Map029.Event[212].Page[0].list.command[3].textChoice[2],Отойти,
Map029.Event[212].Page[0].list.command[5],____TEXT____,
Map029.Event[212].Page[0].list.command[6].textData,Ты дотрагиваешься до чёрной жидкости... \|,
Map029.Event[212].Page[0].list.command[7].textData,Ты ощущаешь лёгкое покалывание на кончике пальцев.,
Map029.Event[212].Page[0].list.command[10],____TEXT____,
Map029.Event[212].Page[0].list.command[11].textData,Ты осторожно зачерпываешь чёрную субстанцию  ,
Map029.Event[212].Page[0].list.command[12].textData,в стеклянный флакон.,
Map029.Event[212].Page[0].list.command[13],____TEXT____,
Map029.Event[212].Page[0].list.command[14].textData,\c[2]Чёрная жидкость\c[0] получена!,
Map029.Event[212].Page[0].list.command[23],____TEXT____,
Map029.Event[212].Page[0].list.command[24].textData,Из стены сочится какая-то чёрная жидкость...,
Map029.Event[212].Page[0].list.command[25],___CHOICE___,
Map029.Event[212].Page[0].list.command[25].textChoice[0],Дотронутся,
Map029.Event[212].Page[0].list.command[25].textChoice[1],Отойти,
Map029.Event[212].Page[0].list.command[27],____TEXT____,
Map029.Event[212].Page[0].list.command[28].textData,Ты дотрагиваешься до чёрной жидкости... \|,
Map029.Event[212].Page[0].list.command[29].textData,Ты ощущаешь лёгкое покалывание на кончике пальцев.,
Map029.Event[213].Page[0].list.command[0],____TEXT____,
Map029.Event[213].Page[0].list.command[1].textData,Ты ищешь в ящике что-нибудь полезное...,
Map029.Event[213].Page[1].list.command[0],____TEXT____,
Map029.Event[213].Page[1].list.command[1].textData,Ничего не осталось.,
Map029.Event[214].Page[0].list.command[0],____TEXT____,
Map029.Event[214].Page[0].list.command[1].textData,Ты ищешь в ящике что-нибудь полезное...,
Map029.Event[214].Page[1].list.command[0],____TEXT____,
Map029.Event[214].Page[1].list.command[1].textData,Ничего не осталось.,
Map029.Event[215].Page[0].list.command[0],____TEXT____,
Map029.Event[215].Page[0].list.command[1].textData,Ты ищешь в бочке что-нибудь полезное...,
Map029.Event[215].Page[1].list.command[0],____TEXT____,
Map029.Event[215].Page[1].list.command[1].textData,Ничего не осталось.,
Map029.Event[216].Page[0].list.command[0],____TEXT____,
Map029.Event[216].Page[0].list.command[1].textData,Ты ищешь в бочке что-нибудь полезное...,
Map029.Event[216].Page[1].list.command[0],____TEXT____,
Map029.Event[216].Page[1].list.command[1].textData,Ничего не осталось.,
Map029.Event[228].Page[0].list.command[0],____TEXT____,
Map029.Event[228].Page[0].list.command[1].textData,Ты стоишь перед монументом Новым Богам...,
Map029.Event[228].Page[0].list.command[2],____TEXT____,
Map029.Event[228].Page[0].list.command[3].textData,"Кто-то написал на нём кровью: ""Спасите нас"".",
Map029.Event[229].Page[0].list.command[0],____TEXT____,
Map029.Event[229].Page[0].list.command[1].textData,Ты стоишь перед монументом Новым Богам...,
Map029.Event[229].Page[0].list.command[2],____TEXT____,
Map029.Event[229].Page[0].list.command[3].textData,"Кто-то написал на нём кровью: ""Спасите нас"".",
Map029.Event[230].Page[0].list.command[0],____TEXT____,
Map029.Event[230].Page[0].list.command[1].textData,Ты стоишь перед монументом Новым Богам...,
Map029.Event[230].Page[0].list.command[2],____TEXT____,
Map029.Event[230].Page[0].list.command[3].textData,"Кто-то написал на нём кровью: ""Спасите нас"".",
Map029.Event[231].Page[0].list.command[0],____TEXT____,
Map029.Event[231].Page[0].list.command[1].textData,Ты стоишь перед монументом Новым Богам...,
Map029.Event[231].Page[0].list.command[2],____TEXT____,
Map029.Event[231].Page[0].list.command[3].textData,"Кто-то написал на нём кровью: ""Спасите нас"".",
Map029.Event[232].Page[0].list.command[0],____TEXT____,
Map029.Event[232].Page[0].list.command[1].textData,Ты стоишь перед монументом Новым Богам...,
Map029.Event[232].Page[0].list.command[2],____TEXT____,
Map029.Event[232].Page[0].list.command[3].textData,"Кто-то написал здесь кровью: ""Ложные идолы"".",
Map029.Event[233].Page[0].list.command[0],____TEXT____,
Map029.Event[233].Page[0].list.command[1].textData,Ты стоишь перед монументом Новым Богам...,
Map029.Event[233].Page[0].list.command[2],____TEXT____,
Map029.Event[233].Page[0].list.command[3].textData,"Кто-то написал здесь кровью: ""Ложные идолы"".",
Map029.Event[234].Page[0].list.command[0],____TEXT____,
Map029.Event[234].Page[0].list.command[1].textData,Ты стоишь перед монументом Новым Богам...,
Map029.Event[234].Page[0].list.command[2],____TEXT____,
Map029.Event[234].Page[0].list.command[3].textData,"Кто-то написал здесь кровью: ""Ложные идолы"".",
Map029.Event[235].Page[0].list.command[0],____TEXT____,
Map029.Event[235].Page[0].list.command[1].textData,Ты стоишь перед монументом Новым Богам...,
Map029.Event[235].Page[0].list.command[2],____TEXT____,
Map029.Event[235].Page[0].list.command[3].textData,"Кто-то написал здесь кровью: ""Ложные идолы"".",
Map029.Event[236].Page[0].list.command[0],____TEXT____,
Map029.Event[236].Page[0].list.command[1].textData,Ты стоишь перед монументом Новым Богам...,
Map029.Event[236].Page[0].list.command[2],____TEXT____,
Map029.Event[236].Page[0].list.command[3].textData,"Кто-то написал здесь кровью: ""Ложные идолы"".",
Map029.Event[237].Page[0].list.command[0],____TEXT____,
Map029.Event[237].Page[0].list.command[1].textData,Ты стоишь перед монументом Новым Богам...,
Map029.Event[237].Page[0].list.command[2],____TEXT____,
Map029.Event[237].Page[0].list.command[3].textData,"Кто-то написал здесь кровью: ""Ложные идолы"".",
Map029.Event[238].Page[0].list.command[0],____TEXT____,
Map029.Event[238].Page[0].list.command[1].textData,Ты стоишь перед монументом Новым Богам...,
Map029.Event[238].Page[0].list.command[2],____TEXT____,
Map029.Event[238].Page[0].list.command[3].textData,"Кто-то написал здесь кровью: ""Ложные идолы"".",
Map029.Event[239].Page[0].list.command[0],____TEXT____,
Map029.Event[239].Page[0].list.command[1].textData,Ты стоишь перед монументом Новым Богам...,
Map029.Event[239].Page[0].list.command[2],____TEXT____,
Map029.Event[239].Page[0].list.command[3].textData,"Кто-то написал здесь кровью: ""Ложные идолы"".",
Map029.Event[240].Page[0].list.command[0],____TEXT____,
Map029.Event[240].Page[0].list.command[1].textData,Ты стоишь перед монументом Новым Богам...,
Map029.Event[240].Page[0].list.command[2],____TEXT____,
Map029.Event[240].Page[0].list.command[3].textData,"Кто-то написал здесь кровью: ""Ложные идолы"".",
Map029.Event[241].Page[0].list.command[0],____TEXT____,
Map029.Event[241].Page[0].list.command[1].textData,Ты стоишь перед монументом Новым Богам...,
Map029.Event[241].Page[0].list.command[2],____TEXT____,
Map029.Event[241].Page[0].list.command[3].textData,"Кто-то написал здесь кровью: ""Ложные идолы"".",
Map029.Event[242].Page[0].list.command[0],____TEXT____,
Map029.Event[242].Page[0].list.command[1].textData,Ты стоишь перед монументом Новым Богам...,
Map029.Event[242].Page[0].list.command[2],____TEXT____,
Map029.Event[242].Page[0].list.command[3].textData,"Кто-то написал здесь кровью: ""Ложные идолы"".",
Map029.Event[243].Page[0].list.command[0],____TEXT____,
Map029.Event[243].Page[0].list.command[1].textData,Ты стоишь перед монументом Новым Богам...,
Map029.Event[243].Page[0].list.command[2],____TEXT____,
Map029.Event[243].Page[0].list.command[3].textData,"Кто-то написал здесь кровью: ""Ложные идолы"".",
Map029.Event[244].Page[1].list.command[0],____TEXT____,
Map029.Event[244].Page[1].list.command[1].textData,Здесь лежит \N[19]...,
Map029.Event[244].Page[1].list.command[3],____TEXT____,
Map029.Event[244].Page[1].list.command[4].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map029.Event[244].Page[1].list.command[5],___CHOICE___,
Map029.Event[244].Page[1].list.command[5].textChoice[0],Да,
Map029.Event[244].Page[1].list.command[5].textChoice[1],Нет,
Map029.Event[244].Page[1].list.command[7],____TEXT____,
Map029.Event[244].Page[1].list.command[8].textData,.\|.\|.\|.,
Map029.Event[244].Page[1].list.command[9],____TEXT____,
Map029.Event[244].Page[1].list.command[10].textData,[2]Камень душ\c[0] не реагирует на его останки...,
Map029.Event[245].Page[1].list.command[0],____TEXT____,
Map029.Event[245].Page[1].list.command[1].textData,Здесь лежит \N[20]...,
Map029.Event[245].Page[1].list.command[3],____TEXT____,
Map029.Event[245].Page[1].list.command[4].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map029.Event[245].Page[1].list.command[5],___CHOICE___,
Map029.Event[245].Page[1].list.command[5].textChoice[0],Да,
Map029.Event[245].Page[1].list.command[5].textChoice[1],Нет,
Map029.Event[245].Page[1].list.command[7],____TEXT____,
Map029.Event[245].Page[1].list.command[8].textData,.\|.\|.\|.,
Map029.Event[245].Page[1].list.command[9],____TEXT____,
Map029.Event[245].Page[1].list.command[10].textData,[2]Камень душ\c[0] не реагирует на его останки...,
Map029.Event[246].Page[1].list.command[0],____TEXT____,
Map029.Event[246].Page[1].list.command[1].textData,Здесь лежит \N[21]...,
Map029.Event[246].Page[1].list.command[3],____TEXT____,
Map029.Event[246].Page[1].list.command[4].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map029.Event[246].Page[1].list.command[5],___CHOICE___,
Map029.Event[246].Page[1].list.command[5].textChoice[0],Да,
Map029.Event[246].Page[1].list.command[5].textChoice[1],Нет,
Map029.Event[246].Page[1].list.command[7],____TEXT____,
Map029.Event[246].Page[1].list.command[8].textData,.\|.\|.\|.,
Map029.Event[246].Page[1].list.command[9],____TEXT____,
Map029.Event[246].Page[1].list.command[10].textData,[2]Камень душ\c[0] не реагирует на его останки...,
Map029.Event[253].Page[0].list.command[1],____TEXT____,
Map029.Event[253].Page[0].list.command[2].textData,Ты можешь открыть дверь с помощью \c[2]Взлома\c[0].,
Map029.Event[253].Page[0].list.command[3],___CHOICE___,
Map029.Event[253].Page[0].list.command[3].textChoice[0],Использовать \c[2]Взлом\c[0],
Map029.Event[253].Page[0].list.command[3].textChoice[1],Нет,
Map029.Event[253].Page[0].list.command[28],____TEXT____,
Map029.Event[253].Page[0].list.command[29].textData,Похоже дверь заперта...,
Map029.Event[253].Page[0].list.command[30],___CHOICE___,
Map029.Event[253].Page[0].list.command[30].textChoice[0],Выломать дверь,
Map029.Event[253].Page[0].list.command[30].textChoice[1],Использовать \c[2]Маленький ключ\c[0],
Map029.Event[253].Page[0].list.command[30].textChoice[2],Использовать \c[2]Красный флакон\c[0],
Map029.Event[253].Page[0].list.command[30].textChoice[3],Уйти,
Map029.Event[253].Page[0].list.command[40],____TEXT____,
Map029.Event[253].Page[0].list.command[41].textData,Тебе удалось выломать дверь силой.,
Map029.Event[253].Page[0].list.command[47],____TEXT____,
Map029.Event[253].Page[0].list.command[48].textData,"Похоже, твоих сил не хватит, что бы выломать дверь...",
Map029.Event[253].Page[0].list.command[59],____TEXT____,
Map029.Event[253].Page[0].list.command[60].textData,Тебе удалось выломать дверь силой.,
Map029.Event[253].Page[0].list.command[66],____TEXT____,
Map029.Event[253].Page[0].list.command[67].textData,"Похоже, твоих сил не хватит, что бы выломать дверь...",
Map029.Event[253].Page[0].list.command[77],____TEXT____,
Map029.Event[253].Page[0].list.command[78].textData,Тебе удалось выломать дверь силой.,
Map029.Event[253].Page[0].list.command[84],____TEXT____,
Map029.Event[253].Page[0].list.command[85].textData,"Похоже, твоих сил не хватит, что бы выломать дверь...",
Map029.Event[253].Page[0].list.command[94],____TEXT____,
Map029.Event[253].Page[0].list.command[95].textData,Ты пытаешься открыть замок \c[2]Маленьким ключом\c[0].,
Map029.Event[253].Page[0].list.command[113],____TEXT____,
Map029.Event[253].Page[0].list.command[114].textData,Ты пытаешься растворить замок \c[2]Красным флаконом\c[0].,
Map029.Event[253].Page[0].list.command[136],____TEXT____,
Map029.Event[253].Page[0].list.command[137].textData,Похоже дверь заперта...,
Map029.Event[253].Page[0].list.command[138],___CHOICE___,
Map029.Event[253].Page[0].list.command[138].textChoice[0],Выломать дверь,
Map029.Event[253].Page[0].list.command[138].textChoice[1],Использовать \c[2]Красный флакон\c[0],
Map029.Event[253].Page[0].list.command[138].textChoice[2],Уйти,
Map029.Event[253].Page[0].list.command[148],____TEXT____,
Map029.Event[253].Page[0].list.command[149].textData,Тебе удалось выломать дверь силой.,
Map029.Event[253].Page[0].list.command[155],____TEXT____,
Map029.Event[253].Page[0].list.command[156].textData,"Похоже, твоих сил не хватит, что бы выломать дверь...",
Map029.Event[253].Page[0].list.command[167],____TEXT____,
Map029.Event[253].Page[0].list.command[168].textData,Тебе удалось выломать дверь силой.,
Map029.Event[253].Page[0].list.command[174],____TEXT____,
Map029.Event[253].Page[0].list.command[175].textData,"Похоже, твоих сил не хватит, что бы выломать дверь...",
Map029.Event[253].Page[0].list.command[185],____TEXT____,
Map029.Event[253].Page[0].list.command[186].textData,Тебе удалось выломать дверь силой.,
Map029.Event[253].Page[0].list.command[192],____TEXT____,
Map029.Event[253].Page[0].list.command[193].textData,"Похоже, твоих сил не хватит, что бы выломать дверь...",
Map029.Event[253].Page[0].list.command[202],____TEXT____,
Map029.Event[253].Page[0].list.command[203].textData,Ты пытаешься растворить замок \c[2]Красным флаконом\c[0].,
Map029.Event[253].Page[0].list.command[228],____TEXT____,
Map029.Event[253].Page[0].list.command[229].textData,Похоже дверь заперта...,
Map029.Event[253].Page[0].list.command[230],___CHOICE___,
Map029.Event[253].Page[0].list.command[230].textChoice[0],Выломать дверь,
Map029.Event[253].Page[0].list.command[230].textChoice[1],Использовать \c[2]Маленький ключ\c[0],
Map029.Event[253].Page[0].list.command[230].textChoice[2],Отойти,
Map029.Event[253].Page[0].list.command[240],____TEXT____,
Map029.Event[253].Page[0].list.command[241].textData,Тебе удалось выломать дверь силой.,
Map029.Event[253].Page[0].list.command[247],____TEXT____,
Map029.Event[253].Page[0].list.command[248].textData,"Похоже, твоих сил не хватит, что бы выломать дверь...",
Map029.Event[253].Page[0].list.command[259],____TEXT____,
Map029.Event[253].Page[0].list.command[260].textData,Тебе удалось выломать дверь силой.,
Map029.Event[253].Page[0].list.command[266],____TEXT____,
Map029.Event[253].Page[0].list.command[267].textData,"Похоже, твоих сил не хватит, что бы выломать дверь...",
Map029.Event[253].Page[0].list.command[277],____TEXT____,
Map029.Event[253].Page[0].list.command[278].textData,Тебе удалось выломать дверь силой.,
Map029.Event[253].Page[0].list.command[284],____TEXT____,
